korean,vietnamese,reading,topic_id,level,example,example_vi
연장하다,Gia hạn,yeonjanghada,action,basic,,
연필,Bút chì,yeonpil,action,basic,,
열다,Mở,yeolda,action,basic,,
열쇠,Chìa khoá,yeolsoe,housing,basic,,
열심히,Chăm chỉ,yeolsimhi,adjective,basic,,
열이나다,Bị sốt,yeorinada,hospital,basic,,
열차,Xe lửa,yeolcha,transport,basic,,
염려,"Lo lắng, âu lo",yeomryeo,emotion,basic,,
영상,Trên 0 độ,yeongsang,weather,basic,,
영수증,Hóa đơn / Biên lai,yeongsujeung,shopping,basic,,
영하,Dưới 0 độ,yeongha,weather,basic,,
영화,Phim,yeonghwa,action,basic,,
예매하다,Đặt trước,yemaehada,action,basic,,
예방하다,"Dự phòng, phòng tránh",yebanghada,hospital,basic,,
예쁘다,Xinh đẹp,yeppeuda,adjective,basic,,
예약실,Phòng đặt trước,yeyaksil,housing,basic,,
예약하다,Đặt trước,yeyakhada,action,basic,,
오늘,Hôm nay,oneul,time,basic,,
오다,Đến,oda,action,basic,,
오른쪽,Bên phải,oreunjjok,direction,basic,,
오빠,Anh (em gái gọi),oppa,family,basic,,
오전,Buổi sáng,ojeon,time,basic,,
오줌,Nước tiểu,ojum,body,basic,,
오후,Buổi chiều (PM),ohu,time,basic,,
올라가다,Đi lên,olragada,action,basic,,
옮기다,Di chuyển,omgida,action,basic,,
옷걸이,Cái mắc áo,otgeori,housing,basic,,
옷장,Tủ quần áo,otjang,housing,basic,,
와이셔츠,Áo sơ mi,waisyeocheu,action,basic,,
왕복,Khứ hồi,wangbok,transport,basic,,
외과,Khoa ngoại,oegwa,hospital,basic,,
외국사람,Người nước ngoài,oeguksaram,family,basic,,
외국인등록증,Thẻ người nước ngoài,oegugindeungrokjeung,law,basic,,
외양간,Chuồng gia súc,oeyanggan,housing,basic,,
왼쪽,Bên trái,oenjjok,direction,basic,,
요금,Phí,yogeum,shopping,basic,,
용접,Hàn xì,yongjeop,workplace,basic,,
우리,"Chúng ta, chúng tôi",uri,action,basic,,
우산,Cái ô,usan,action,basic,,
우체국,Bưu điện,ucheguk,location,basic,,
우체통,Hòm thư,uchetong,housing,basic,,
우표,Tem,upyo,action,basic,,
우회전,Rẽ phải,uhoejeon,transport,basic,,
운동장,Sân vận động,undongjang,sports,basic,,
운동하다,Tập thể thao,undonghada,sports,basic,,
운동화,Giày thể thao,undonghwa,sports,basic,,
운반하다,Vận chuyển,unbanhada,action,basic,,
운전면허증,Bằng lái xe,unjeonmyeonheojeung,transport,basic,,
운전하다,Lái xe,unjeonhada,transport,basic,,
울다,Khóc,ulda,action,basic,,
웃다,Cười,utda,action,basic,,
월요일,Thứ 2,woryoil,time,basic,,
위,Phía trên,wi,direction,basic,,
위험하다,Nguy hiểm,wiheomhada,safety,basic,,
유기용제,Dung môi hữu cơ,yugiyongje,safety,basic,,
유리창,Cửa sổ bằng kính,yurichang,housing,basic,,
유턴,Biển báo được phép quay đầu xe,yuteon,transport,basic,,
의사,Bác sĩ,uisa,hospital,basic,,
의자,Cái ghế,uija,housing,basic,,
이따가,Lát nữa,ittaga,time,basic,,
이름,Tên,ireum,action,basic,,
이불,Cái chăn,ibul,housing,basic,,
이사하다,Chuyển nhà,isahada,housing,basic,,
이상,Trên (không dưới),isang,direction,basic,,
이야기하다,Nói chuyện,iyagihada,action,basic,,
이틀,2 ngày,iteul,time,basic,,
이하,Dưới (không hơn),iha,direction,basic,,
익숙하다,Quen thuộc,iksukhada,adjective,basic,,
인분,Suất ăn,inbun,food,basic,,
인사하다,Chào hỏi,insahada,greeting,basic,,
인상하다,Tăng lương,insanghada,workplace,basic,,
인화성,Dễ cháy,inhwaseong,safety,basic,,
일하다,Làm việc,ilhada,workplace,basic,,
일어나다,"Thức dậy, đứng dậy",ireonada,action,basic,,
일요일,Chủ nhật,iryoil,time,basic,,
일찍,Sớm,iljjik,time,basic,,
읽다,Đọc,ikda,action,basic,,
잃어버리다,Mất,ileobeorida,action,basic,,
임금,Lương,imgeum,workplace,basic,,
입다,Mặc,ipda,action,basic,,
있다,Có,itda,action,basic,,
자,Cái thước,ja,action,basic,,
자동인출기,Máy rút tiền ATM,jadonginchulgi,shopping,basic,,
자동차,Ô tô,jadongcha,transport,basic,,
자동판매기,Máy bán hàng tự động,jadongpanmaegi,shopping,basic,,
자라다,"Lớn lên, trưởng thành",jarada,action,basic,,
자르다,Cắt,jareuda,action,basic,,
자전거,Xe đạp,jajeongeo,transport,basic,,
자주,Thường xuyên,jaju,time,basic,,
작년,Năm ngoái,jangnyeon,time,basic,,
작다,Nhỏ,jakda,adjective,basic,,
작업장,Nơi làm việc,jageopjang,workplace,basic,,
잘못되다,"Bị nhầm, bị sai",jalmotdoeda,action,basic,,
잠을자다,Ngủ,jameuljada,action,basic,,
잡수시다,Ăn (kính ngữ),japsusida,greeting,basic,,
잡초,Cỏ dại,japcho,action,basic,,
장갑,Găng tay,janggap,safety,basic,,
장도리,Cái búa nhổ đinh,jangdori,action,basic,,
장마철,Mùa mưa,jangmacheol,time,basic,,
장소,Địa điểm,jangso,location,basic,,
재료,Nguyên liệu,jaeryo,action,basic,,
재미없다,"Chán ngắt, không hay",jaemieopda,emotion,basic,,
재미있다,"Hay, thú vị",jaemiitda,emotion,basic,,
재봉,Máy khâu,jaebong,action,basic,,
재해,Tai nạn,jaehae,emergency,basic,,
재활용,Tái sử dụng,jaehwaryong,action,basic,,
쟁반,Cái mâm,jaengban,housing,basic,,
저금하다,Gửi tiền tiết kiệm,jeogeumhada,shopping,basic,,
저녁,"Buổi tối, bữa tối",jeonyeok,time,basic,,
저온,Nhiệt độ thấp,jeoon,adjective,basic,,
저온경고,Cảnh báo nhiệt độ thấp,jeoongyeonggo,safety,basic,,
저울,Cái cân,jeoul,action,basic,,
저절로,Tự động,jeojeolro,action,basic,,
전기드릴,Cái khoan điện,jeongideuril,action,basic,,
전기밥솥,Nồi cơm điện,jeongibapsot,housing,basic,,
전방,Phía trước,jeonbang,direction,basic,,
전선,Dây điện,jeonseon,action,basic,,
전염성,Có tính truyền nhiễm,jeonyeomseong,hospital,basic,,
전자사전,Từ điển điện tử,jeonjasajeon,action,basic,,
전자우편,Thư điện tử,jeonjaupyeon,action,basic,,
전자저울,Cân điện tử,jeonjajeoul,action,basic,,
전통,Truyền thống,jeontong,culture,basic,,
전혀,Hoàn toàn không,jeonhyeo,action,basic,,
전화기,Máy điện thoại,jeonhwagi,action,basic,,
절단기,Máy cắt,jeoldangi,action,basic,,
절대,Tuyệt đối,jeoldae,action,basic,,
절대로,Tuyệt đối,jeoldaero,action,basic,,
젊다,Trẻ,jeomda,adjective,basic,,
점심,"Buổi trưa, bữa trưa",jeomsim,food,basic,,
접근금지구역,Cấm đến gần,jeopgeungeumjiguyeok,safety,basic,,
접시,Đĩa,jeopsi,housing,basic,,
젓가락,Đũa,jeotgarak,food,basic,,
정거장,"Bến xe, ga",jeonggeojang,transport,basic,,
정도,Khoảng,jeongdo,number,basic,,
정리정돈,"Dọn dẹp, làm gọn gàng",jeongrijeongdon,action,basic,,
정지하다,Dừng lại,jeongjihada,action,basic,,
젖다,Ướt,jeotda,adjective,basic,,
제일,Nhất,jeil,adjective,basic,,
제자리,Vị trí thích hợp,jejari,location,basic,,
제품,Sản phẩm,jepum,shopping,basic,,
제한,Hạn chế,jehan,action,basic,,
조심하다,Cẩn thận,josimhada,action,basic,,
조용하다,Yên tĩnh,joyonghada,adjective,basic,,
조치,"Biện pháp, xử lý",jochi,action,basic,,
졸다,Ngủ gật,jolda,action,basic,,
졸리다,Buồn ngủ,jolrida,emotion,basic,,
좁다,"Chật, hẹp",jopda,adjective,basic,,
종이,Tờ giấy,jongi,action,basic,,
좋다,"Tốt, đẹp",jotda,adjective,basic,,
좋아하다,Thích,joahada,emotion,basic,,
좌회전,Rẽ trái,jwahoejeon,transport,basic,,
주말,Cuối tuần,jumal,time,basic,,
주머니,Túi,jumeoni,action,basic,,
주무시다,Ngủ (kính ngữ),jumusida,greeting,basic,,
주문하다,"Đặt hàng, gọi đồ ăn",jumunhada,food,basic,,
주사맞다,Tiêm,jusamatda,hospital,basic,,
주소,Địa chỉ,juso,location,basic,,
주유소,Trạm xăng,juyuso,transport,basic,,
주전자,Ấm đun nước,jujeonja,housing,basic,,
주차장,Bãi đỗ xe,juchajang,transport,basic,,
죽다,Chết,jukda,action,basic,,
준비하다,Chuẩn bị,junbihada,action,basic,,
줄을서다,Xếp hàng,jureulseoda,action,basic,,
줄이다,Giảm,jurida,action,basic,,
줄자,Thước dây,julja,action,basic,,
줍다,Nhặt,jupda,action,basic,,
중고,"Đồ cũ, đồ dùng lại",junggo,shopping,basic,,
중요하다,Quan trọng,jungyohada,adjective,basic,,
지갑,Cái ví,jigap,shopping,basic,,
지게차,Xe nâng,jigecha,transport,basic,,
지금,Bây giờ,jigeum,time,basic,,
지나다니다,Đi qua lại,jinadanida,action,basic,,
지능,Trí tuệ,jineung,action,basic,,
지도,Bản đồ,jido,action,basic,,
지역,Khu vực,jiyeok,location,basic,,
지우개,Cục tẩy,jiugae,action,basic,,
지키다,Giữ,jikida,action,basic,,
지하,"Hầm ngầm, dưới lòng đất",jiha,location,basic,,
지하철,Tàu điện ngầm,jihacheol,transport,basic,,
직업,Nghề nghiệp,jigeop,workplace,basic,,
직원,Nhân viên,jigwon,workplace,basic,,
진찰을받다,Được chẩn đoán,jinchareulbatda,hospital,basic,,
짐,Hành lý,jim,action,basic,,
집,Ngôi nhà,jip,housing,basic,,
집게,"Cái nhíp, cái để gắp",jipge,action,basic,,
짓다,Xây nhà,jitda,action,basic,,
짜다,"Mặn, vắt nước",jjada,food,basic,,
찢다,Xé rách,jjitda,action,basic,,
찌꺼기,"Cặn, chất thừa",jjikkeogi,action,basic,,
차갑다,Lạnh (đồ ăn),chagapda,food,basic,,
차단,"Gián đoạn, ngăn chặn",chadan,safety,basic,,
차량통행,Xe cộ lưu thông,charyangtonghaeng,transport,basic,,
차림표,Bảng thực đơn,charimpyo,food,basic,,
창문,Cửa sổ,changmun,housing,basic,,
채소,Rau,chaeso,food,basic,,
책꽂이,Giá sách,chaekkkoji,housing,basic,,
책상,Cái bàn,chaeksang,housing,basic,,
책장,"Giá sách, kệ sách",chaekjang,housing,basic,,
처럼,Giống như,cheoreom,action,basic,,
처방전,Đơn thuốc,cheobangjeon,hospital,basic,,
철저,"Triệt để, kỹ càng",cheoljeo,adjective,basic,,
첫번째,Lần thứ nhất,cheotbeonjjae,number,basic,,
청소기,Máy hút bụi,cheongsogi,housing,basic,,
청소하다,Dọn vệ sinh,cheongsohada,action,basic,,
체중계,Cân sức khoẻ,chejunggye,housing,basic,,
초대하다,Mời,chodaehada,action,basic,,
최근에,Gần đây,choegeune,time,basic,,
추락,"Rơi, ngã",churak,safety,basic,,
축사,Chuồng gia súc,chuksa,housing,basic,,
출근하다,Đi làm,chulgeunhada,workplace,basic,,
출발하다,Xuất phát,chulbalhada,transport,basic,,
출입금지,Cấm ra vào,churipgeumji,safety,basic,,
출입문,Cửa ra vào,churimmun,housing,basic,,
춥다,Lạnh,chupda,weather,basic,,
취미,Sở thích,chwimi,action,basic,,
취소,Huỷ bỏ,chwiso,action,basic,,
취직하다,Xin việc,chwijikhada,workplace,basic,,
치과,"Khoa răng, nha khoa",chigwa,hospital,basic,,
치마,Cái váy,chima,action,basic,,
치약,Thuốc đánh răng,chiyak,body,basic,,
친구,Bạn bè,chingu,family,basic,,
친절하다,"Thân thiện, tử tế",chinjeolhada,adjective,basic,,
침대,Giường,chimdae,housing,basic,,
칫솔,Bàn chải đánh răng,chitsol,body,basic,,
카드,Thẻ (thanh toán),kadeu,shopping,basic,,
카메라,Máy ảnh,kamera,action,basic,,
칼국수,Mỳ kalguksu (mỳ dao Hàn Quốc),kalguksu,food,basic,,
캐다,Đào bới,kaeda,action,basic,,
커피,Cà phê,keopi,food,basic,,
컨베이어,"Băng tải, băng chuyền",keonbeieo,action,basic,,
컴퓨터,Máy vi tính,keompyuteo,action,basic,,
켜다,Bật lên,kyeoda,action,basic,,
콘센트,Ổ cắm điện,konsenteu,housing,basic,,
크다,To / Lớn,keuda,adjective,basic,,
키우다,"Nuôi nấng, dạy dỗ",kiuda,action,basic,,
탁구를치다,Chơi bóng bàn,takgureulchida,sports,basic,,
택배하다,Giao hàng,taekbaehada,action,basic,,
탁자,Cái bàn,takja,housing,basic,,
탈의실,Phòng thay đồ,taruisil,housing,basic,,
탑승하다,"Lên (tàu, xe)",tapseunghada,transport,basic,,
택시,Taxi,taeksi,transport,basic,,
토요일,Thứ 7,toyoil,time,basic,,
통로,"Lối đi, đường thông",tongro,location,basic,,
통장,Sổ ngân hàng,tongjang,shopping,basic,,
통화중,Đang gọi điện (máy bận),tonghwajung,action,basic,,
퇴근하다,"Tan sở, nghỉ làm",toegeunhada,workplace,basic,,
튀다,"Bắn, vấy",twida,action,basic,,
트럭,Xe tải,teureok,transport,basic,,
틀리다,"Sai, nhầm",teulrida,adjective,basic,,
틈새,Khe hở,teumsae,action,basic,,
티셔츠,Áo phông,tisyeocheu,action,basic,,
파손하다,"Hỏng hóc, tổn thất",pasonhada,action,basic,,
팔다,Bán,palda,shopping,basic,,
페인트,Sơn,peinteu,action,basic,,
페인트칠하다,Sơn (động từ),peinteuchilhada,action,basic,,
편도,Một chiều,pyeondo,transport,basic,,
편리하다,Tiện lợi,pyeonrihada,adjective,basic,,
편의점,Cửa hàng tiện lợi,pyeonuijeom,shopping,basic,,
편하다,"Tiện lợi, thoải mái",pyeonhada,adjective,basic,,
폐문,Đóng cửa,pyemun,action,basic,,
포도,Nho,podo,food,basic,,
포장하다,Đóng gói,pojanghada,action,basic,,
폭발,Nổ,pokbal,safety,basic,,
폭발물,Chất gây nổ,pokbalmul,safety,basic,,
폭,Chiều rộng,pok,number,basic,,
표지,Tấm bảng,pyoji,action,basic,,
표지판,Biển báo,pyojipan,location,basic,,
프레스기,Máy dập,peureseugi,action,basic,,
플러그,Phích cắm,peulreogeu,action,basic,,
피곤하다,Mệt mỏi,pigonhada,emotion,basic,,
피우다,Hút (thuốc),piuda,action,basic,,
피하다,Tránh,pihada,action,basic,,
필요하다,Cần thiết,piryohada,adjective,basic,,
하루,1 ngày,haru,time,basic,,
학생,Học sinh,haksaeng,family,basic,,
학생증,Thẻ học sinh,haksaengjeung,law,basic,,
한가하다,Rảnh rỗi,hangahada,adjective,basic,,
할머니,Bà,halmeoni,family,basic,,
할아버지,Ông,harabeoji,family,basic,,
항공권,Vé máy bay,hanggonggwon,transport,basic,,
항구,Bến cảng,hanggu,transport,basic,,
항상,Luôn luôn,hangsang,time,basic,,
해롭다,Có hại,haeropda,adjective,basic,,
허리,"Eo, lưng",heori,body,basic,,
형제,Anh em,hyeongje,family,basic,,
호스,Ống,hoseu,action,basic,,
혼자,Một mình,honja,action,basic,,
홍차,Hồng trà,hongcha,food,basic,,
화가나다,"Giận dữ, tức giận",hwaganada,emotion,basic,,
화기,"Hoả khí, lửa",hwagi,safety,basic,,
화요일,Thứ 3,hwayoil,time,basic,,
화장실,Nhà vệ sinh,hwajangsil,housing,basic,,
화재,Hoả hoạn,hwajae,emergency,basic,,
확인하다,Kiểm tra / Xác nhận,hwaginhada,action,basic,,
환경오염,Ô nhiễm môi trường,hwangyeongoyeom,safety,basic,,
환불하다,Trả lại (tiền),hwanbulhada,shopping,basic,,
회사,Công ty,hoesa,workplace,basic,,
회사통근버스,Xe buýt đưa đón nhân viên,hoesatonggeunbeoseu,workplace,basic,,
회의,Cuộc họp,hoeui,workplace,basic,,
회의실,Phòng họp,hoeuisil,workplace,basic,,
횡단금지,Cấm đi bộ qua đường,hoengdangeumji,safety,basic,,
후식,Món tráng miệng,husik,food,basic,,
훨씬,Hơn nhiều,hwolssin,action,basic,,
휘발유,Xăng,hwibaryu,transport,basic,,
휴게실,Phòng nghỉ,hyugesil,housing,basic,,
휴지,Giấy vệ sinh,hyuji,housing,basic,,
흐르다,Chảy,heureuda,action,basic,,
흐리다,U ám,heurida,weather,basic,,
흡연,Hút thuốc,heubyeon,action,basic,,
흡연금지,Cấm hút thuốc,heubyeongeumji,safety,basic,,
흡연실,Phòng hút thuốc,heubyeonsil,housing,basic,,
힘들다,Vất vả / Khó khăn,himdeulda,adjective,basic,,
